Numero|DataOcorrencia|Natureza|EstadoOcorrencia|Distrito|Concelho|Freguesia|Localidade|Latitude|Longitude|NumeroMeiosTerrestresEnvolvidos|NumeroOperacionaisTerrestresEnvolvidos|NumeroMeiosAereosEnvolvidos|NumeroOperacionaisAereosEnvolvidos
2020130097231|04/07/2020 09:37:00|Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Abastecimento de Água a entidades privadas|Despacho de 1º Alerta|PORTO|PÓVOA DE VARZIM|Rates|RATES|41,4247916089924|-8,67743681735362|1|1|0|0
2020110119267|04/07/2020 09:22:00|Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Abastecimento de Água a entidades privadas|Chegada ao TO|LISBOA|SOBRAL DE MONTE AGRAÇO|Sobral de Monte Agraço|SOBRAL DE MONTE AGRAÇO|39,0198214338422|-9,14805362561743|1|2|0|0
2020140032109|04/07/2020 09:18:00|Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Prevenção a actividades de lazer|Despacho de 1º Alerta|SANTARÉM|OURÉM|Freixianda, Ribeira do Fárrio e Formigais|FORMIGAIS|39,7119437895169|-8,45379733371966|1|2|0|0
2020110119260|04/07/2020 09:14:00|Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Patrulhamento, Reconhecimento e Vigilância|Despacho de 1º Alerta|LISBOA|MAFRA|Ericeira|ERICEIRA|38,9676257040497|-9,41728857223014|1|2|0|0
2020100032676|04/07/2020 09:05:00|Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Abastecimento de Água à População|Em Curso|LEIRIA|LEIRIA|Parceiros e Azoia|Azoia|39,7155903436747|-8,84527124694534|0|0|0|0
2020140032105|04/07/2020 09:00:00|Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Patrulhamento, Reconhecimento e Vigilância|Vigilância|SANTARÉM|ABRANTES|Carvalhal|SALVATERRA|39,567361|-8,202928|0|0|0|0
2020140032104|04/07/2020 09:00:00|Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Patrulhamento, Reconhecimento e Vigilância|Vigilância|SANTARÉM|ABRANTES|Fontes|FONTES|39,60517|-8,229747|1|3|0|0
2020140032106|04/07/2020 09:00:00|Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Patrulhamento, Reconhecimento e Vigilância|Vigilância|SANTARÉM|VILA NOVA DA BARQUINHA|Vila Nova da Barquinha|BARQUINHA|39,46435|-8,418956|0|0|0|0
2020150052187|04/07/2020 09:00:00|Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Patrulhamento, Reconhecimento e Vigilância|Em Curso|SETÚBAL|ALMADA|Caparica e Trafaria|Trafaria|38,6604423933439|-9,21511068190455|1|2|0|0
2020010046710|04/07/2020 08:57:00|Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma|Em Curso|AVEIRO|SANTA MARIA DA FEIRA|Santa Maria da Feira, Travanca, Sanfins e Espargo|SANTA MARIA DA FEIRA, TRAVANCA, SANFINS |40,92549966|-8,555837218|0|0|0|0
2020150052182|04/07/2020 08:55:00|Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Patrulhamento, Reconhecimento e Vigilância|Em Curso|SETÚBAL|ALMADA|Costa da Caparica|Costa da Caparica|38,6242723649928|-9,22038534153808|1|4|0|0
2020080025187|04/07/2020 08:55:00|Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Patrulhamento, Reconhecimento e Vigilância|Em Curso|FARO|ALBUFEIRA|Albufeira e Olhos de Água|ALBUFEIRA|37,0917268180514|-8,25229226389378|1|2|0|0
2020160015110|04/07/2020 08:51:00|Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Patrulhamento, Reconhecimento e Vigilância|Despacho de 1º Alerta|VIANA DO CASTELO|VIANA DO CASTELO|Barroselas e Carvoeiro|Barroselas E Carvoeiro|41,65402628|-8,673485858|1|2|0|0
2020150052180|04/07/2020 08:47:00|Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Intoxicação|Em Curso|SETÚBAL|GRÂNDOLA|Grândola e Santa Margarida da Serra|Grândola|38,1825915644394|-8,56071313896018|0|0|0|0
2020140032100|04/07/2020 08:34:00|Riscos Mistos / Incêndios em Detritos / Detritos confinados|Conclusão|SANTARÉM|SANTARÉM|Marvila, Ribeira Santarém, S.Salvador, S.Nicolau|SANTARÉM|39,231938|-8,678591|0|0|0|0
2020010046699|04/07/2020 08:30:00|Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Reboque e Desempanagem|Em Curso|AVEIRO|AROUCA|Cabreiros e Albergaria da Serra|VIDOEIRO - Cabreiros e Albergaria da Serra - AROUCA|40,86506934|-8,235135217|1|2|0|0
2020080025177|04/07/2020 08:25:00|Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Prevenção a actividades de lazer|Em Curso|FARO|PORTIMÃO|Mexilhoeira Grande|Mexilhoeira Grande|37,2063901824259|-8,61776993873195|3|6|0|0
2020110119241|04/07/2020 08:22:00|Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Patrulhamento, Reconhecimento e Vigilância|Em Curso|LISBOA|SINTRA|Colares|Serra de Sintra|38,795628511255|-9,46227690911238|1|2|0|0
2020100032672|04/07/2020 08:19:00|Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Prevenção a actividades de lazer|Despacho de 1º Alerta|LEIRIA|LEIRIA|Coimbrão|Pedrógão|39,9185999009406|-8,91405811277529|2|4|0|0
2020110119230|04/07/2020 08:05:00|Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Patrulhamento, Reconhecimento e Vigilância|Vigilância|LISBOA|SINTRA|Colares|Colares|38,795628511255|-9,46227690911238|1|1|0|0
2020140032093|04/07/2020 08:00:00|Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Patrulhamento, Reconhecimento e Vigilância|Vigilância|SANTARÉM|ABRANTES|Alvega e Concavada|ALVEGA|39,461968|-8,043631|0|0|0|0
2020140032096|04/07/2020 08:00:00|Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Patrulhamento, Reconhecimento e Vigilância|Vigilância|SANTARÉM|SARDOAL|Sardoal|SARDOAL|39,533153|-8,158693|0|0|0|0
2020140032098|04/07/2020 08:00:00|Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Patrulhamento, Reconhecimento e Vigilância|Vigilância|SANTARÉM|MAÇÃO|Carvoeiro|CARVOEIRO|39,624855|-7,93278|0|0|0|0
2020110119226|04/07/2020 07:50:00|Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Patrulhamento, Reconhecimento e Vigilância|Vigilância|LISBOA|CASCAIS|Alcabideche|Autódromo do Estoril|38,749815|-9,401871|1|2|0|0
2020110119221|04/07/2020 07:16:00|Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Prevenção a actividades de lazer|Em Curso|LISBOA|CASCAIS|Alcabideche|Alcabideche|38,7420809496211|-9,42147941775868|1|2|0|0
2020140032085|04/07/2020 06:54:00|Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Prevenção a actividades de lazer|Chegada ao TO|SANTARÉM|ABRANTES|Aldeia do Mato e Souto|Fontes|39,5461751366424|-8,2590251490166|0|2|0|0
2020110119163|04/07/2020 00:31:00|Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma|Em Curso|LISBOA|AMADORA|Águas Livres|Damaia|38,7455335493534|-9,21950815309243|0|0|0|0
2020150052117|04/07/2020 00:11:00|Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Patrulhamento, Reconhecimento e Vigilância|Em Curso|SETÚBAL|SETÚBAL|Sado|Lisnave|38,4965214109814|-8,79644779489279|1|5|0|0
2020080025133|03/07/2020 22:22:00|Protecção e Assistência a Pessoas e Bens / Intervenção em conflitos legais / Agressão/Violação|Chegada ao TO|FARO|TAVIRA|Tavira (Santa Maria e Santiago)|TAVIRA|37,130442|-7,64691|0|0|0|0
2020020014365|03/07/2020 16:59:00|Riscos Mistos / Incêndios Rurais / Agrícola|Vigilância|BEJA|ALJUSTREL|Aljustrel e Rio de Moinhos|Rio de Moinhos|37,89885|-8,226877|2|7|0|0
2020010045593|29/06/2020 21:41:00|Riscos Tecnológicos / Incêndios Urbanos ou em Área Urbanizável / Indústria, Oficina e Armazém|Conclusão|AVEIRO|SANTA MARIA DA FEIRA|Rio Meão|Rio Meao|40,961073|-8,571872|14|25|0|0
